0	0
1	8128
2	-8128
3	4096
4	4032
5	-4096
6	-4032
7	-64
8	64
9	0
10	8128
11	-8128
12	4096
13	4032
14	-4096
15	-4032
16	-64
17	64
18	0
19	8128
20	-8128
21	4096
22	4032
23	-4096
24	-4032
25	-64
26	64
27	0
28	8128
29	-8128
30	4096
31	4032
32	-4096
33	-4032
34	-64
35	64
36	0
37	8128
38	-8128
39	4096
40	4032
41	-4096
42	-4032
43	-64
44	64
45	0
46	8128
47	-8128
48	4096
49	4032
50	-4096
51	-4032
52	-64
53	64
54	0
55	8128
56	-8128
57	4096
58	4032
59	-4096
60	-4032
61	-64
62	64
63	0
64	8128
65	-8128
66	4096
67	4032
68	-4096
69	-4032
70	-64
71	64
72	0
73	8128
74	-8128
75	4096
76	4032
77	-4096
78	-4032
79	-64
80	64
81	0
82	8128
83	-8128
84	4096
85	4032
86	-4096
87	-4032
88	-64
89	64
90	0
91	8128
92	-8128
93	4096
94	4032
95	-4096
96	-4032
97	-64
98	64
99	0
100	8128
101	-8128
102	4096
103	4032
104	-4096
105	-4032
106	-64
107	64
108	0
109	8128
110	-8128
111	4096
112	4032
113	-4096
114	-4032
115	-64
116	64
117	0
118	8128
119	-8128
120	4096
121	4032
122	-4096
123	-4032
124	-64
125	64
126	0
127	8128
128	0
129	0
130	0
131	0
132	0
133	0
134	0
135	0
136	0
137	0
138	0
139	0
140	0
141	0
142	0
143	0
144	0
145	0
146	0
147	0
148	0
149	0
150	0
151	0
152	0
153	0
154	0
155	0
156	0
157	0
158	0
159	0
160	0
161	0
162	0
163	0
164	0
165	0
166	0
167	0
168	0
169	0
170	0
171	0
172	0
173	0
174	0
175	0
176	0
177	0
178	0
179	0
180	0
181	0
182	0
183	0
184	0
185	0
186	0
187	0
188	0
189	0
190	0
191	0
192	0
193	0
194	0
195	0
196	0
197	0
198	0
199	0
200	0
201	0
202	0
203	0
204	0
205	0
206	0
207	0
208	0
209	0
210	0
211	0
212	0
213	0
214	0
215	0
216	0
217	0
218	0
219	0
220	0
221	0
222	0
223	0
224	0
225	0
226	0
227	0
228	0
229	0
230	0
231	0
232	0
233	0
234	0
235	0
236	0
237	0
238	0
239	0
240	0
241	0
242	0
243	0
244	0
245	0
246	0
247	0
248	0
249	0
250	0
251	0
252	0
253	0
254	0
255	0
256	0
257	0
258	0
259	0
260	0
261	0
262	0
263	0
264	0
265	0
266	0
267	0
268	0
269	0
270	0
271	0
272	0
273	0
274	0
275	0
276	0
277	0
278	0
279	0
280	0
281	0
282	0
283	0
284	0
285	0
286	0
287	0
288	0
289	0
290	0
291	0
292	0
293	0
294	0
295	0
296	0
297	0
298	0
299	0
300	0
301	0
302	0
303	0
304	0
305	0
306	0
307	0
308	0
309	0
310	0
311	0
312	0
313	0
314	0
315	0
316	0
317	0
318	0
319	0
